gene	linked_metabolites_and_direction	n_direct_relations	n_evaluable_relations	n_association_q_lt_005	rna_n_tumor	rna_n_normal	rna_g	rna_ci_lower	rna_ci_upper	rna_p	rna_q	rna_status	depmap_status	n_depmap_models	common_essential_status	normal_tissue_safety	functional_search_status	literature_query_hit_count	literature_hit_count_note	functional_status	functional_source_urls	functional_outcomes	functional_limits	target_cell_context	novelty_notes	interpretation	best_relation	best_metabolite	best_n	best_rho	best_ci_lower	best_ci_upper	best_p	best_q	best_max_raw_missing_rate	best_sensitivity_n	best_sensitivity_rho	best_sensitivity_q	current_decision	er_adjusted_significant_relations	followup_status	er_available_n_evaluable	er_available_n_q_lt_005	er_available_best_relation_id	er_available_best_n	er_available_best_partial_rank_rho	er_available_best_q_value	patient_followup_category
SOAT1	cholesterol(降低)	1	1	0	61	47	0.4349311571219781	0.0865659347360454	0.7730719743958666	0.0379023580676609	0.0697884688229946	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	1	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00187|SOAT1	cholesterol	61.0	0.1415124272871496	-0.1076571209249766	0.3894664153735789	0.2708	0.48556875	0.0	61.0	0.1415124272871496	0.5117129032258064	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00187|SOAT1	61.0	0.117617780705295	0.61218	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
SOAT2	cholesterol(降低)	1	1	0	61	47	-0.3576147482432736	-0.7409569841292758	0.0035186917631399	0.0466841303876081	0.0808112740461537	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	1	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00187|SOAT2	cholesterol	61.0	-0.3189846641988365	-0.5390104619696483	-0.0575198407020112	0.0135	0.09234	0.0	61.0	-0.3189846641988365	0.1058571428571428	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00187|SOAT2	61.0	-0.30251376077922715	0.1767	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
SORD	fructose(升高); sorbitol(升高)	2	2	1	61	47	0.8938150722584102	0.5380712079378244	1.2836214168186355	2.266134124053471e-06	1.6429472399387665e-05	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	1	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	REVIEWED_LIMITED_OR_INAPPLICABLE_EVIDENCE	https://pmc.ncbi.nlm.nih.gov/articles/PMC12552132/	A direct intervention study was located in colorectal cancer, not breast cancer	Do not transfer the dependency conclusion across cancers. CAMP fructose-SORD association also weakens in the author-data-available sensitivity analysis.	other-cancer cell	Retain as a breast patient-association lead, with breast functional evidence unresolved.	candidate comparison only; not a validated therapeutic target	KEGG:C00095|SORD	fructose	61.0	0.395404674944938	0.1420030774236271	0.5938098204515392	0.0025	0.0427499999999999	0.638297872340426	45.0	0.258893280632411	0.2686254545454545	PATIENT_ASSOCIATION_LEAD_FUNCTION_REVIEW_PENDING	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	2	0	KEGG:C00095|SORD	45.0	0.2596232957189232	0.33799787234042555	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
SPHK1	sphingosine(升高)	1	1	0	61	47	0.6371345045757029	0.2863500104495275	1.0221246171027811	0.0005834517583633	0.0019906001167692	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	43	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00319|SPHK1	sphingosine	61.0	0.2374245756395983	-0.0262010247802458	0.4650249015808825	0.0657	0.2100857142857142	0.765957446808511	45.0	0.1591567852437417	0.5241061855670104	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00319|SPHK1	45.0	0.12050386625329346	0.6776837837837838	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
SPHK2	sphingosine(升高)	1	1	0	61	47	0.5799952138549366	0.2292051695792044	0.9618687007353864	0.0041978892551747	0.010360747948942	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	13	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00319|SPHK2	sphingosine	61.0	-0.2869838149140653	-0.5064602801410412	-0.0353743453495737	0.0246	0.13145625	0.765957446808511	45.0	-0.0967061923583662	0.6866106870229007	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00319|SPHK2	45.0	-0.0398815035228513	0.8736545454545456	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
SQLE	squalene(降低)	1	1	0	61	47	1.474433501195917	1.095784849057426	1.9225385922858964	5.521294009270856e-11	1.6011752626885482e-09	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	11	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	PRIMARY_STUDY_SUPPORT_FIRST_PASS	https://www.nature.com/articles/srep19435	Growth inhibition in lines with detectable endogenous SQLE expression	MDA-MB-231 acted as a low-expression negative control and did not show the same silencing effect. High drug concentrations do not establish clinical feasibility or specificity.	cancer cell	Established breast cancer SQLE work; new subtype or mechanism evidence would be needed.	candidate comparison only; not a validated therapeutic target	KEGG:C00751|SQLE	squalene	61.0	0.0398341555544703	-0.215778806422188	0.2820064995415549	0.7614	0.8638331125827815	0.377049180327869	38.0	-0.00798774482985	0.9744976331360948	REVIEW_FUNCTION_SUPPORTED_CONTEXT; patient RNA is supportive, not mandatory	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00751|SQLE	38.0	0.032665776564067474	0.90694125	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
TAT	glutamate(升高); tyrosine(降低); 4-hydroxyphenylpyruvate(升高)	3	3	0	61	47	-0.1751350499245355	-0.5640248016691495	0.1921556045266743	0.2490769392210569	0.3359642436004953	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	64	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00025|TAT	glutamate	61.0	-0.2254891591750396	-0.4463650501417686	0.0419026579132159	0.0805	0.2220241935483871	0.0	61.0	-0.2254891591750396	0.2565	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	3	0	KEGG:C00025|TAT	61.0	-0.1403281593427693	0.5210999999999999	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
UPB1	beta-alanine(升高)	1	1	0	61	47	0.2445135232836331	-0.1270257577127665	0.6167937928436521	0.3494234037148493	0.4405773351187231	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	0	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00099|UPB1	beta-alanine	61.0	-0.2249160026678523	-0.4377796649673939	0.0281382853302654	0.078	0.218655737704918	0.680851063829787	48.0	-0.2857142857142857	0.2052	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00099|UPB1	48.0	-0.2697437407129414	0.33799787234042555	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
UPP1	uracil(升高)	1	1	0	61	47	-0.0222554140984777	-0.4113120895805439	0.3705901146702589	0.8720025633556635	0.8873008539408506	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	3	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00106|UPP1	uracil	61.0	0.1170809095716551	-0.1081242947276271	0.3332865680973702	0.3713	0.5494112068965517	0.106382978723404	61.0	0.1170809095716551	0.5884758620689655	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00106|UPP1	61.0	-0.001115304140187707	0.9937	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
UPP2	uracil(升高)	1	1	0	61	47	0.1283321510916107	-0.2539151674970274	0.5256758959751596	0.4799215337203647	0.5511970090253694	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	0	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00106|UPP2	uracil	61.0	-0.3242728714965626	-0.5547911899458685	-0.0453463254629104	0.01	0.0800590909090909	0.106382978723404	61.0	-0.3242728714965626	0.1026	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00106|UPP2	61.0	-0.2565960999252752	0.29127000000000003	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
